R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Jacob Malkoun,Phillip Hawes,195,-250,195,40,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,0,1,0,3.47,0.46,0,1.74,0.14,1,1,3,0,0,0,0,1,0,0,1,Orthodox,182.88,195.58,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,25,31,0,1,1,1,1,3,0,1,0,7.62,10.16,6,3.47,0,1.74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,500,400,1000,700,500,110
Lauren Murphy,Liliya Shakirova,-215,170,46.51162791,170,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,0,3,0,3.88,0.39,0,1.14,0.35,3,4,27,0,0,2,1,2,0,0,5,Orthodox,165.1,170.18,125,37,29,0,-3,-3,-5,-4,-27,0,-2,0,-2.54,-5.08,-8,-3.88,0,-1.14,1,1,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,,,,,-110,225,800,1400,650,1200
Magomed Ankalaev,Ion Cutelaba,-335,250,29.85074627,250,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,5.29,0.39,0,2.59,0.71,2,4,15,0,0,0,1,3,0,0,4,Southpaw,185.42,190.5,205,0,4,0,3.46,0.56,0,0.68,0.33,4,1,11,0,0,0,1,3,0,0,4,Orthodox,190.5,190.5,205,28,26,1,-4,-2,0,3,4,0,0,0,-5.08,0,-2,1.83,0,1.91,1,1,,11,,,,,,11,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,,,,,300,1200,800,2200,110,375
Stefan Struve,Tai Tuivasa,-112,-112,89.28571429,89.28571429,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Heavyweight,MALE,3,3,0,0,4.09,0.48,0,0,0,3,3,12,0,0,0,1,2,0,0,3,Southpaw,187.96,190.5,264,1,0,0,3.13,0.47,1.7,0.58,0.5,4,10,45,0,1,0,1,5,6,0,13,Orthodox,210.82,213.36,265,32,27,2,0,-1,-10,-7,-33,0,-3,-6,-22.86,-22.86,-5,0.96,-1.7,-0.58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,325,600,250,4000,750,150
Nathaniel Wood,Casey Kenney,140,-177,140,56.49717514,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Catch Weight,MALE,3,0,2,0,4.25,0.42,0.6,1.13,0.46,2,2,19,0,0,0,4,0,1,0,5,Southpaw,170.18,172.72,140,0,1,0,5.52,0.48,1.1,1.65,0.6,3,1,13,0,0,0,1,0,3,0,4,Orthodox,167.64,175.26,140,27,29,0,1,-1,1,1,6,0,0,-2,2.54,-2.54,2,-1.27,-0.5,-0.52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,290,135,650,650,725,750
Alex Oliveira,Shavkat Rakhmonov,-112,-112,89.28571429,89.28571429,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,170,0,2,0,2.89,0.5,0.6,2.47,0.37,4,6,42,0,0,1,3,4,3,0,11,Orthodox,180.34,193.04,170,32,26,0,-2,-4,-11,-6,-42,0,-4,-3,5.08,2.54,-6,-2.89,-0.6,-2.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,300,300,500,575,500,400
Liana Jojua,Miranda Maverick,295,-400,295,25,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,160.02,165.1,125,0,1,0,1.39,0.43,3,1.98,0.66,1,1,4,0,0,0,0,0,1,0,1,Orthodox,162.56,157.48,125,25,23,0,-1,-1,-1,-1,-4,0,0,-1,-2.54,7.62,-2,-1.39,-3,-1.98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,550,225,650,185,1600,400
Joel Alvarez,Alexander Yakovlev,-175,138,57.14285714,138,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,3,1,0,0,1.79,0.47,0.2,1.56,0.33,2,5,20,0,0,0,1,1,1,0,3,Southpaw,190.5,187.96,155,0,2,0,3.03,0.36,0.6,0,0,2,1,6,0,0,0,0,1,1,0,2,Orthodox,190.5,195.58,155,26,36,1,-2,0,1,4,14,0,0,0,0,-7.62,10,-1.24,-0.4,1.56,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,400,275,185,800,550,600
Brian Ortega,Chan Sung Jung,160,-200,160,50,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,5,0,2,0,4.58,0.41,0.6,0.78,0.41,3,4,24,1,0,0,0,4,2,0,6,Orthodox,170.18,182.88,145,1,0,0,4.07,0.33,1.4,0.51,0.16,6,1,20,1,0,0,0,3,3,0,6,Switch,172.72,175.26,145,29,33,-1,2,-3,0,3,4,0,1,-1,-2.54,7.62,4,0.51,-0.8,0.27,1,1,4,2,,,,,,,,,,2,,,,,,,,,,,,,4,,,,Red,U-DEC,,,,,515,383,285,925,950,115
Katlyn Chookagian,Jessica Andrade,130,-159,130,62.89308176,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Women's Flyweight,FEMALE,3,2,0,0,6.4,0.49,0.4,3.02,0.57,4,6,39,3,0,1,5,3,2,0,11,Orthodox,154.94,157.48,115,0,1,0,4.19,0.35,0.5,0.31,0.15,3,3,30,1,0,1,6,0,0,0,7,Orthodox,175.26,172.72,125,31,29,2,-1,1,4,3,9,2,3,2,-20.32,-15.24,-2,2.21,-0.1,2.71,1,1,2,1,1,,,,,,,,,,,,,2,,,,,,,,,,,,,Red,KO/TKO,,,,,160,190,1000,1200,1800,400
Jimmy Crute,Modestas Bukauskas,-335,250,29.85074627,250,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,3.6,0.36,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Switch,190.5,198.12,205,0,1,0,4.08,0.55,2.6,4.63,0.81,3,1,7,0,0,0,0,2,2,0,4,Orthodox,187.96,187.96,205,24,26,0,0,-2,-3,-1,-6,0,-1,-2,2.54,10.16,2,-0.48,-2.6,-4.63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,450,750,150,1625,350,435
Claudio Silva,James Krause,120,-150,120,66.66666667,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,1,0,0,4.65,0.48,1,1.05,0.18,6,6,33,0,0,0,3,3,2,0,8,Orthodox,187.96,185.42,170,0,5,0,2.8,0.51,2.1,3.32,0.33,5,0,11,0,0,1,1,0,3,0,5,Southpaw,180.34,180.34,170,38,34,1,-5,1,3,6,22,0,3,-1,7.62,5.08,-4,1.85,-1.1,-2.27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,480,150,260,1100,1025,400
Thomas Almeida,Jonathan Martinez,-139,110,71.94244604,110,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,0,1,0,4.22,0.5,0,0.64,0.37,2,2,15,0,0,0,1,2,0,0,3,Southpaw,172.72,177.8,145,2,0,0,5.66,0.45,0,0,0,4,3,15,0,0,0,1,4,0,0,5,Southpaw,170.18,177.8,145,29,26,-2,1,-2,-2,-1,0,0,-2,0,2.54,0,-3,-1.44,0,0.64,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,350,260,1400,1400,250,325
Mateusz Gamrot,Guram Kutateladze,-335,245,29.85074627,245,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,29,28,0,0,0,0,0,0,0,0,0,2.54,5.08,-1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,110,575,475,1600,600,500
Gillian Robertson,Poliana Botelho,-215,169,46.51162791,169,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,3.65,0.58,0,1.27,1,2,1,8,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,115,0,1,0,1.96,0.48,1.2,3.33,0.52,2,2,12,0,0,0,0,1,4,0,5,Orthodox,165.1,160.02,125,25,31,0,0,0,-2,-1,-4,0,0,-4,7.62,10.16,6,1.69,-1.2,-2.06,1,1,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,,,,350,350,150,2800,1200,450
Junyong Park,John Phillips,-278,215,35.97122302,215,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,3,1,0,0,2.25,0.34,0,0,0,1,4,10,0,0,0,0,1,0,0,1,Southpaw,180.34,190.5,185,0,1,0,6.41,0.47,0,3.04,0.5,1,1,5,0,0,0,1,0,0,0,1,Orthodox,177.8,185.42,185,29,35,1,-1,0,0,3,5,0,1,0,2.54,5.08,6,-4.16,0,-3.04,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,200,1200,235,2800,260,250
Jamie Mullarkey,Fares Ziam,-137,110,72.99270073,110,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Lightweight,MALE,3,1,0,0,0.67,0.32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,1,0,0,2.4,0.37,1,3,0.2,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,26,23,0,0,0,0,0,0,0,0,0,2.54,2.54,-3,-1.73,-1,-3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,200,250,450,1200,600,500
Gadzhimurad Antigulov,Maxim Grishin,277,-375,277,26.66666667,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,1.2,0.56,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,220,3,0,0,2.89,0.56,2.8,8.4,0.42,2,3,5,0,0,0,0,0,2,0,2,Orthodox,180.34,177.8,205,33,36,-2,0,-2,-2,-2,-2,0,0,-2,10.16,20.32,3,-1.69,-2.8,-8.4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,900,375,600,450,1200,110
Said Nurmagomedov,Mark Striegl,-435,317,22.98850575,317,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,1,0,0,4.22,0.44,0,0.46,0.07,2,1,7,0,0,1,0,1,0,0,2,Orthodox,172.72,177.8,135,28,32,-1,0,-2,-2,-1,-7,0,-1,0,0,0,4,-4.22,0,-0.46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,-115,650,700,750,400,1500
Marlon Moraes,Cory Sandhagen,115,-141,115,70.92198582,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,5,1,0,0,6.95,0.48,0.6,1.2,0.5,5,1,12,0,0,1,1,2,1,0,5,Switch,180.34,177.8,135,0,1,0,3.53,0.39,0.5,0.46,0.25,4,2,15,1,0,2,0,2,1,0,5,Orthodox,167.64,170.18,135,32,28,1,-1,1,0,-1,-3,-1,0,0,12.7,7.62,-4,3.42,0.1,0.74,1,1,4,1,,,,,,,,,,,1,,,,,,,,,,,,,4,,,Red,KO/TKO,,,,,550,325,700,600,325,300
Edson Barboza,Makwan Amirkhani,-286,225,34.96503497,225,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,3,0,1,0,1.55,0.46,1.6,3.45,0.36,3,2,17,0,0,1,1,1,3,0,6,Southpaw,177.8,182.88,145,3,0,0,4.08,0.43,0.1,0.46,0.44,4,9,58,0,1,1,5,7,0,0,14,Orthodox,180.34,190.5,145,34,31,-3,1,-1,-8,-7,-41,0,-6,3,-2.54,-7.62,-3,-2.53,1.5,2.99,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,240,550,1600,400,130,1400
Ben Rothwell,Marcin Tybura,-159,130,62.89308176,130,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Heavyweight,MALE,3,0,2,0,3.32,0.5,0.1,1.69,0.48,3,5,31,0,0,0,4,2,0,0,6,Orthodox,190.5,198.12,249,0,2,0,3.37,0.43,0.3,0.68,0.33,6,7,48,0,0,2,2,9,2,0,15,Orthodox,193.04,198.12,265,38,34,0,0,-3,-9,-2,-17,0,-7,-2,-2.54,0,-4,-0.05,-0.2,1.01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,230,275,750,1600,225,650
Markus Perez,Dricus Du Plessis,133,-167,133,59.88023952,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,1,0,0,2.75,0.48,1.1,1.08,0.26,1,3,12,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,32,26,-1,0,-1,-2,-3,-12,0,0,-2,-2.54,-2.54,-6,-2.75,-1.1,-1.08,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,450,225,475,625,550,275
Tom Aspinall,Alan Baudot,-560,400,17.85714286,400,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,0,1,0,13.33,0.1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,195.58,198.12,256,27,30,0,-1,-1,-1,0,-1,0,-1,0,-5.08,-7.62,3,-13.33,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,600,1100,450,2000,-190,700
Youssef Zalal,Ilia Topuria,-162,130,61.72839506,130,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,145,0,3,0,3.2,0.55,1.7,3,0.47,3,0,9,0,0,0,3,0,0,0,3,Switch,177.8,182.88,145,24,23,0,-3,-3,-3,0,-9,0,0,0,-7.62,-12.7,-1,-3.2,-1.7,-3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,160,750,950,200,450,800
Tom Breese,KB Bhullar,-275,210,36.36363636,210,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,193.04,185,1,0,0,3.55,0.5,0.3,0,0,3,2,10,0,0,0,1,3,0,0,4,Southpaw,190.5,185.42,185,29,28,-1,0,-3,-4,-2,-10,0,-3,0,2.54,7.62,-1,-3.55,-0.3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,150,550,500,1000,300,600
Chris Daukaus,Rodrigo Nascimento,205,-265,205,37.73584906,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,0,1,0,4.44,0.56,2.9,2.9,1,1,0,2,0,0,0,0,0,1,0,1,Orthodox,187.96,203.2,246,0,1,0,8.28,0.62,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,250,31,27,0,0,0,0,0,1,0,-1,1,-2.54,10.16,-4,-3.84,2.9,2.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,1100,475,1600,-110,315,750
Impa Kasanganay,Joaquin Buckley,-265,200,37.73584906,200,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,1,0,0,3.8,0.33,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,185,0,1,0,5.58,0.52,0,1.67,0.83,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,190.5,185,26,26,1,-1,-1,-1,1,0,0,0,0,-2.54,2.54,0,-1.78,0,-1.67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,110,500,1200,1400,400,450
Ali AlQaisi,Tony Kelley,190,-245,190,40.81632653,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Bantamweight,MALE,3,1,0,0,7.6,0.5,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Switch,175.26,177.8,135,1,0,0,2.93,0.41,1,2,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,30,33,0,0,0,0,0,0,0,0,0,7.62,5.08,3,4.67,-1,-2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,,150,,450,,400
Giga Chikadze,Omar Morales,136,-175,136,57.14285714,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,3,0,2,0,3.85,0.37,0,0.42,1,2,0,6,0,0,0,2,0,0,0,2,Orthodox,180.34,185.42,145,0,3,0,3.31,0.44,0,0.51,0.5,3,0,9,0,0,2,1,0,0,0,3,Orthodox,182.88,187.96,145,32,34,0,-1,-1,-1,0,-3,0,0,0,-2.54,-2.54,2,0.54,0,-0.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,240,160,1200,800,550,525
Tracy Cortez,Stephanie Egger,-205,160,48.7804878,160,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,1,0,4.83,0.54,0,3,0.37,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,135,26,32,0,-1,-1,-1,0,-3,0,0,0,5.08,5.08,6,-4.83,0,-3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,115,325,750,575,700,1000
Bruno Silva,Tagir Ulanbekov,321,-455,321,21.97802198,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Flyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,125,2,0,0,2.32,0.44,0,2.68,0.22,0,2,6,0,0,0,0,0,0,0,0,Orthodox,162.56,165.1,125,30,30,-2,0,0,0,-2,-6,0,0,0,5.08,2.54,0,-2.32,0,-2.68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,525,115,1400,215,1000,900
Holly Holm,Irene Aldana,-125,103,80,103,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,5,0,2,0,6.16,0.38,0.1,0.28,0.5,3,3,22,0,0,1,2,1,1,0,5,Orthodox,175.26,172.72,135,0,1,0,2.75,0.35,0.1,0.5,0.27,3,5,38,5,0,1,3,2,0,0,6,Southpaw,172.72,175.26,135,38,32,0,1,0,-1,-2,-16,-5,-1,1,2.54,-2.54,-6,3.41,0,-0.22,1,1,6,2,,,,2,,,,,,,,,,,,,6,,,,,,,,,,Red,U-DEC,,,,,150,225,1400,1000,550,500
Yorgan De Castro,Carlos Felipe,-265,205,37.73584906,205,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Heavyweight,MALE,3,1,0,0,2.93,0.36,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,245,1,0,0,2.19,0.41,0,0,0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,250,33,25,0,0,-1,-1,0,-1,0,-1,0,0,2.54,-8,0.74,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,350,750,2000,1600,100,400
Germaine de Randamie,Julianna Pena,-150,122,66.66666667,122,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,2.96,0.51,0.9,2.6,0.52,4,1,13,1,0,0,3,2,0,0,5,Orthodox,167.64,175.26,135,1,0,0,2.72,0.47,0.2,0,0,5,3,28,2,0,1,3,4,0,0,8,Orthodox,175.26,180.34,135,36,31,-1,1,-1,-3,-2,-15,-1,-2,0,-7.62,-5.08,-5,0.24,0.7,2.6,1,1,4,1,,,,1,,,,,,,,,,,,,4,,,,,,,,,,Red,SUB,,,,,200,225,1800,500,325,900
Kyler Phillips,Cameron Else,-480,342,20.83333333,342,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,180.34,135,0,1,0,6.53,0.53,0.9,1.9,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,182.88,135,25,33,0,-1,-1,-1,0,-3,0,0,0,2.54,-2.54,8,-6.53,-0.9,-1.9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,350,750,400,1400,110,1000
Dequan Townsend,Dusko Todorovic,245,-335,245,29.85074627,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,0,0,0,6.8,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,3,0,0,1.15,0.35,0,0,0,0,3,9,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,34,26,-3,0,0,0,-3,-9,0,0,0,-5.08,-12.7,-8,5.65,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,750,160,1400,1000,600,175
Carlos Condit,Court McGee,111,-137,111,72.99270073,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Welterweight,MALE,3,2,0,0,4.86,0.35,0.4,1.71,0.21,3,8,45,1,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170,5,0,0,3.56,0.39,1.2,0.58,0.55,5,10,57,7,0,1,1,6,4,0,12,Orthodox,187.96,190.5,170,36,35,-3,0,-2,-4,-2,-12,-6,-6,-2,-7.62,0,-1,1.3,-0.8,1.13,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,260,150,700,1000,600,900
Jordan Williams,Nassourdine Imavov,-125,105,80,105,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Middleweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,8.05,0.55,0,1.45,1,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,190.5,185,29,25,0,0,0,0,0,0,0,0,0,5.08,0,-4,-8.05,0,-1.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,400,450,1400,700,200,375
